Titulo;Empresa;Formato;Link;Nivel
Especialista de Dados (Vaga afirmativa para profissionais pretos e pardos);Daiichi Sankyo Brasil Farmacêutica ;Híbrido;https://dsbr.gupy.io/job/eyJqb2JJZCI6MTA1MTI3MjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Oportunidades: Governança de Dados | Grupo Autoglass;Grupo Autoglass Tech;Remoto;https://autoglasstech.gupy.io/job/eyJqb2JJZCI6MTA1MDM2OTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CAS | Engenharia de Dados - Foco em Controladoria;Sicredi;Remoto;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTAzMzM3NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Pleno;Comerc Energia;Híbrido;https://comerc.gupy.io/job/eyJqb2JJZCI6MTA0ODIwOTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Coordenador(a) de Engenharia e Ciência de Dados (Curitiba-PR);AGROTIS;Presencial;https://agrotis.gupy.io/job/eyJqb2JJZCI6MTA1MDI4NzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pl - Growth (Mídia e Aquisição);Omie;Remoto;https://carreirasomie.gupy.io/job/eyJqb2JJZCI6MTA0NjEyMzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados;Claro;Presencial;https://vempraclaro.gupy.io/job/eyJqb2JJZCI6MTA0NjAzMzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados | Produtos e Jornada - SP ;Pottencial Seguradora;Híbrido;https://pottencial.gupy.io/job/eyJqb2JJZCI6MTA0ODc1MDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ESPECIALISTA TI DE GOVERNANÇA DE DADOS - MTZ;Azul Linhas Aéreas Brasileiras;Híbrido;https://voeazul.gupy.io/job/eyJqb2JJZCI6MTAyNDQ2OTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE LOYALTY SÊNIOR (Foco em Dados);ALE Combustíveis;Híbrido;https://oportunidadesale.gupy.io/job/eyJqb2JJZCI6MTAzOTU4MzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
CIENTISTA DE DADOS SÊNIOR (REMOTO);Localiza&Co;Presencial;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA0NTc5NzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Eng de Dados Sr - Certificado Databricks;DB;Remoto;https://db.gupy.io/job/eyJqb2JJZCI6MTA0NTc1MDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados Sênior;Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.;Remoto;https://minervatech.gupy.io/job/eyJqb2JJZCI6MTA0NTAwNDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de IA e Dados Sênior;Redbelt Security;Híbrido;https://redbeltsecurity.gupy.io/job/eyJqb2JJZCI6MTA0MTMxNDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados III (Sênior);Unimed Porto Alegre;Híbrido;https://unimedpoa.gupy.io/job/eyJqb2JJZCI6MTA0NTA5ODIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS PLENO | BUSINESS INTELLIGENCE (BI) (Remoto);Localiza&Co;Remoto;https://localiza.gupy.io/job/eyJqb2JJZCI6MTAzMTE3MjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
19986-Administrador de Banco de Dados SR;Hitss Brasil;Presencial;https://globalhitss.gupy.io/job/eyJqb2JJZCI6MTA0MDA1OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Visagio Talentos - Formados: Engenheiro(a) de Dados NE [Sênior] ;v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA0MzIyMzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Visagio Talentos - Formados: Engenheiro(a) de Dados SP [Sênior] ;v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA0MzIxNTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Visagio Talentos - Formados: Engenheiro(a) de Dados RJ [Sênior];v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA0MzIwNTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Visagio Talentos - Recém-Formados: Engenheiro(a) de Dados NE;v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA0MjE0ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Visagio Talentos - Recém-Formados: Engenheiro(a) de Dados SP;v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA0MjEyMDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Visagio Talentos - Recém-Formados: Engenheiro(a) de Dados RJ;v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA0MjEwNDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
JOVEM APRENDIZ - BANCO DE DADOS REDE CACIQUE;REDE CACIQUE;Presencial;https://redecacique.gupy.io/job/eyJqb2JJZCI6MTA0MTM2MDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista Dados Jr;BANCO DAYCOVAL;Presencial;https://bancodaycoval.gupy.io/job/eyJqb2JJZCI6MTA0MDUxMTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Administrador de Banco de Dados I | Grupo Autoglass;Grupo Autoglass Tech;Híbrido;https://autoglasstech.gupy.io/job/eyJqb2JJZCI6MTAzNjEzODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DEV. BANCO DE DADOS SQL | HOME OFFICE;Solinftec;Remoto;https://solinftec.gupy.io/job/eyJqb2JJZCI6MTAwNzMwMzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CIENTISTA DE DADOS | HOME OFFICE;Solinftec;Remoto;https://solinftec.gupy.io/job/eyJqb2JJZCI6MTAwNzI3NDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Coordenador(a) de Ciência de Dados - Afirmativa para Mulheres;Porto;Presencial;https://porto.gupy.io/job/eyJqb2JJZCI6MTAzNDI2NzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados - Sênior ;SSA - São Salvador Alimentos;Presencial;https://ssa.gupy.io/job/eyJqb2JJZCI6MTAzMjEzMzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Pessoa Analista de Dados PL (DataViz);Livelo Tech;Híbrido;https://livelotech.gupy.io/job/eyJqb2JJZCI6MTAzMzE2ODMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pl;Eurofarma;Híbrido;https://eurofarma.gupy.io/job/eyJqb2JJZCI6MTAzMzAzODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE DADOS PL (RIBEIRÃO PRETO);Premix;Presencial;https://premix.gupy.io/job/eyJqb2JJZCI6MTAzMjUxMzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pleno ;Solví - Soluções Para A Vida;Presencial;https://solvi.gupy.io/job/eyJqb2JJZCI6MTAzMDYzMDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ENGENHEIRO DE DADOS SÊNIOR;Oportunidades;Remoto;https://bancorbras.gupy.io/job/eyJqb2JJZCI6MTAzMDY5NzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ENGENHEIRO DE DADOS PLENO;Oportunidades;Remoto;https://bancorbras.gupy.io/job/eyJqb2JJZCI6MTAzMDY2NjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Auxiliar de Dados - Vendas Atacado;R Damásio;Presencial;https://rdamasio.gupy.io/job/eyJqb2JJZCI6MTAzMDA4ODEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Senior;Novas oportunidades na Onfly!;Híbrido;https://onfly.gupy.io/job/eyJqb2JJZCI6MTAyODI0MjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Estagiário(a) em Dados e Relatórios de Marketing | Grupo Autoglass;Grupo Autoglass Estágio;Presencial;https://autoglassestagio.gupy.io/job/eyJqb2JJZCI6MTAxODU5NjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista em Engenharia de Dados;Logcomex;Híbrido;https://logcomex.gupy.io/job/eyJqb2JJZCI6MTAyNjQwOTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados PL;Logcomex;Híbrido;https://logcomex.gupy.io/job/eyJqb2JJZCI6MTAyNjM5NjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
CAS | Analista de Dados - Foco em Concessão de Crédito e Garantias;Sicredi;Híbrido;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTAxMTU0OTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Engenharia de Dados;Flora Cosméticos e Limpeza;Presencial;https://flora.gupy.io/job/eyJqb2JJZCI6MTAxODA5MDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados;Claro;Presencial;https://vempraclaro.gupy.io/job/eyJqb2JJZCI6MTAxOTk0MTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;ABT Atividades;Híbrido;https://abtatividades.gupy.io/job/eyJqb2JJZCI6MTAyMTM2MTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados I - ODI | Grupo Autoglass;Grupo Autoglass Tech;Remoto;https://autoglasstech.gupy.io/job/eyJqb2JJZCI6MTAxNDkyNDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estagiário de Dados Acadêmicos;Edify Education;Híbrido;https://edifyeducation.gupy.io/job/eyJqb2JJZCI6MTAxODUwMTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sr. (GCP);UOL;Híbrido;https://uol.gupy.io/job/eyJqb2JJZCI6MTAwODA2MzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados I | Grupo Autoglass;Grupo Autoglass Administrativo;Híbrido;https://autoglassadministrativo.gupy.io/job/eyJqb2JJZCI6MTAwNTQ2NjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Banco de Dados - Marketing;Dexco;Presencial;https://dexco.gupy.io/job/eyJqb2JJZCI6MTAxMjI4MTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Coordenador de Dados ;Beep Saúde ;Híbrido;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTAxMTMzNzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
OPERADOR DE PROCESSAMENTOS DE DADOS  - GRUSSAÍ/RJ;Barcelos;Presencial;https://barcelos.gupy.io/job/eyJqb2JJZCI6MTAxMjA4OTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sênior - Experiência ao Cliente;ZAMP;Híbrido;https://zamp.gupy.io/job/eyJqb2JJZCI6MTAxMDU5MjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Especialista em Análise de Dados — Business Operations Excellence (Barra Funda/SP);Ecolab;Híbrido;https://ecolab.gupy.io/job/eyJqb2JJZCI6MTAwNzgyNDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ENGENHEIRO DE DADOS SENIOR;Localiza&Co;Remoto;https://localiza.gupy.io/job/eyJqb2JJZCI6MTAwMTU2MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ESPECIALISTA EM CIENCIAS DE DADOS ;Localiza&Co;Remoto;https://localiza.gupy.io/job/eyJqb2JJZCI6MTAwMzM0MTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro (a) de Dados;Portobello Grupo;Híbrido;https://portobello.gupy.io/job/eyJqb2JJZCI6MTAwNjE3ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados ;Beep Saúde ;Híbrido;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTAwNjEzODIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Dados | Data-Ops Lead (Arch-Sec) ;Beep Saúde ;Híbrido;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTAwNTgzMTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados / BI ;Beep Saúde ;Híbrido;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTAwNTgwNzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Arquiteto de Soluções I - Dados | Grupo Autoglass;Grupo Autoglass Tech;Remoto;https://autoglasstech.gupy.io/job/eyJqb2JJZCI6OTkwMTgxNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Administrador de Dados;Certsys;Remoto;https://certsys.gupy.io/job/eyJqb2JJZCI6MTAwMjk0NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro(a) de Dados;Centro de Excelência Votorantim;Híbrido;https://votorantimcoe.gupy.io/job/eyJqb2JJZCI6Njc3ODQ5Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de Governança de Dados Pleno;Afya ;Híbrido;https://afya.gupy.io/job/eyJqb2JJZCI6MTAwMTQ2MzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Inteligência de Dados Sênior - Cariacica/ES;Nutrien Soluções Agrícolas;Presencial;https://vagasnutrien.gupy.io/job/eyJqb2JJZCI6MTAwMDM0NTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Especialista em Dados - Planejamento Estratégico - RJ | GO | ES | SP | MG;BrasilCenter Comunicações;Presencial;https://vemprabcc.gupy.io/job/eyJqb2JJZCI6OTk5NTY3Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Pleno
Pessoa Analista de Inteligência de Dados Sênior ;Grupo Marista;Híbrido;https://grupomarista.gupy.io/job/eyJqb2JJZCI6OTk3MDk4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
CIENTISTA DE DADOS | EXCLUSIVA PARA PESSOAS COM DEFICIÊNCIA (PCD);ClearSale;Remoto;https://clearsale.gupy.io/job/eyJqb2JJZCI6OTk1OTcxNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno (Banco de Talentos);Light Conecta;Presencial;https://lightconecta.gupy.io/job/eyJqb2JJZCI6OTkzMzQ4NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Pleno
Analista de Dados Sr - BeFly ;BeFly;Presencial;https://befly.gupy.io/job/eyJqb2JJZCI6OTY3ODI4NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
Administrador em segurança da informação de Banco de dados e LGPD – Sênior;Lanlink Informática;Híbrido;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6OTc4MzM1NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
[Ambev Global Tech] Cientista de Dados Sênior - LOG;Ambev Tech;Presencial;https://ambevtech.gupy.io/job/eyJqb2JJZCI6OTc1OTc2NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
Administrador de banco de dados PostgreSQL- Pleno;Lanlink Informática;Híbrido;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6OTczNzM5OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Pleno
Analista de Redes e de Comunicação de Dados - Sênior;Lanlink Informática;Híbrido;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6OTczOTE4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
Administrador de Banco de Dados Oracle -Sênior;Lanlink Informática;Híbrido;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6OTczNzMyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
Administrador de banco de dados - Pleno;Lanlink Informática;Híbrido;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6OTczNzI2Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Pleno
Administrador de banco de dados PostgreSQL- Sênior ;Lanlink Informática;Híbrido;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6OTczNzQ3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
CIENTISTA DE DADOS - MATRIZ ADMINISTRATIVA;Instituto de Responsabilidade Social Sírio-Libanês;Híbrido;https://irssl.gupy.io/job/eyJqb2JJZCI6OTYwODY4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos - Área de Dados;Ingram Micro;Híbrido;https://brlink.gupy.io/job/eyJqb2JJZCI6OTY1OTIwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sr. (Governança);PagBank;Híbrido;https://pagseguro.gupy.io/job/eyJqb2JJZCI6OTYwNTM3Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
Analista de Dados| Ciclo de Crédito -  Sede Administrativa, Palotina/PR ;Sicredi;Presencial;https://sicredi.gupy.io/job/eyJqb2JJZCI6OTU2MzMwMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
"Banco de Talentos Tecnologia e Dados para Pessoas com Deficiência - Vem ser grupo OLX ;)";Grupo OLX;Remoto;https://vemsergrupoolx.gupy.io/job/eyJqb2JJZCI6OTUwMzk1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Hitss | Especialista de Dados;Hitss Brasil;Remoto;https://globalhitss.gupy.io/job/eyJqb2JJZCI6OTQxMTYzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sr (4145) ;Keep Simple;Remoto;https://keepsimple.gupy.io/job/eyJqb2JJZCI6OTEwNTE3MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Sênior
Não encontrou uma vaga com seu perfil? Cadastre seus dados aqui!! (CÓPIA);Qualidados;Presencial;https://qualidados.gupy.io/job/eyJqb2JJZCI6ODg2MDgxMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Visagio Talentos - Recém-Formados: Engenheiro(a) de Dados RJ ;v(dev);Híbrido;https://vdev.gupy.io/job/eyJqb2JJZCI6ODc3MjkyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos - Centro de Inteligência (Dados);Venha construir o futuro com a gente!;Presencial;https://vagas-mrveco.gupy.io/job/eyJqb2JJZCI6ODIwNTA1Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos - Profissionais de Dados;#SejaShopper;Remoto;https://shopper.gupy.io/job/eyJqb2JJZCI6ODA3NjAyNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de Dados | Guararapes ;Riachuelo ;Presencial;https://riachuelo.gupy.io/job/eyJqb2JJZCI6NzUyMzk4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
CIENTISTA DE DADOS PLENO - MONITORAMENTO (100)% REMOTO) - VAGA AFIRMATIVA PARA PESSOAS COM DEFICIÊNCIA E PESSOAS NEGRAS;ClearSale;Remoto;https://clearsale.gupy.io/job/eyJqb2JJZCI6NjgwMzU4Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Pleno
Carreiras de Dados  🧡 Exclusiva para Profissionais com Deficiência ;Itaú Unibanco;Híbrido;https://vemproitau.gupy.io/job/eyJqb2JJZCI6NTI0NzA0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Product Owner Dados;Account Manager Jr;Presencial;https://taking&140986&inactive.gupy.io/job/eyJqb2JJZCI6NTA0MTU3Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Estagiário de Ciência de Dados;SYOS;Presencial;https://syos&65284&inactive.gupy.io/job/eyJqb2JJZCI6NDc1MTkzOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de Banco de Dados;Welcome The Future;Não informado;https://wtf.gupy.io/job/eyJqb2JJZCI6NDQ3OTcxOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Ewave do Brasil;Presencial;https://vagasewave.gupy.io/job/eyJqb2JJZCI6NDAyNDY4Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos | Analista de Dados Freelancers ;Porsche Cup Brasil;Presencial;https://porschegt3cup.gupy.io/job/eyJqb2JJZCI6Mzk0Njc5MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados;Ewave do Brasil;Remoto;https://vagasewave.gupy.io/job/eyJqb2JJZCI6Mzk0NTk0MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados PL/SR;Eng4tech;Remoto;https://eng4tech.gupy.io/job/eyJqb2JJZCI6Mzc2OTM0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados;Eng4tech;Remoto;https://eng4tech.gupy.io/job/eyJqb2JJZCI6MzY4MjUxNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Analista de dados;Grupo Skytech;Presencial;https://gruposkytech&76015&inactive.gupy.io/job/eyJqb2JJZCI6MzMzNzI2Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos - Dados/BI/Analytics;Vivo Digital;Presencial;https://vivodigital.gupy.io/job/eyJqb2JJZCI6MjE0NTQ4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos - Analista de Dados/ Analista de BI ou Cientista de Dados;Globalsys Soluções em TI;Não informado;https://queroserglobalsys.gupy.io/job/eyJqb2JJZCI6OTM5MzkxLCJzb3VyY2UiOiJndXB5X3BvcnRhbCJ9?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Trial Estrutura Organizacional;Presencial;https://trialeo&2763&inactive.gupy.io/job/eyJqb2JJZCI6OTE1MzI0LCJzb3VyY2UiOiJndXB5X3BvcnRhbCJ9?jobBoardSource=gupy_portal;Não Informado
Engenheiro(a) de Dados;Nestlé;Presencial;https://nestle&3680&inactive.gupy.io/job/eyJqb2JJZCI6NzE4NjI2LCJzb3VyY2UiOiJndXB5X3BvcnRhbCJ9?jobBoardSource=gupy_portal;Não Informado
