Titulo;Empresa;Formato;Link;Nivel
ESTAGIÁRIO DE ANÁLISE DE DADOS;GVC SOLUÇÕES EM COBRANÇA;Presencial;https://gvcsolucoes.gupy.io/job/eyJqb2JJZCI6MTA4NDI3MTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Proteção de Dados Pleno;Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.;Remoto;https://minervatech.gupy.io/job/eyJqb2JJZCI6MTA4MjcxMjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DADOS;Bernoulli Educação;Remoto;https://bernoullieducacao.gupy.io/job/eyJqb2JJZCI6MTA4Mjg1NzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados ;Yooga;Híbrido;https://yooga.gupy.io/job/eyJqb2JJZCI6MTA4NDEzMTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sênior;CVC Corp;Presencial;https://cvccorp.gupy.io/job/eyJqb2JJZCI6MTA3ODQ2NDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Pleno;CVC Corp;Presencial;https://cvccorp.gupy.io/job/eyJqb2JJZCI6MTA4MDU3MTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE DADOS PL;Movida Aluguel de Carros;Presencial;https://movida.gupy.io/job/eyJqb2JJZCI6MTA4MDQwNzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pl - Process Mining ;BIP Brasil;Remoto;https://vemprabip.gupy.io/job/eyJqb2JJZCI6MTA4NDAzMzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados ;CONSTRUCAP;Presencial;https://talentosconstrucap.gupy.io/job/eyJqb2JJZCI6MTA4NDAwODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista Sênior - Infraestrutura de dados;Safra;Presencial;https://venhasersafra.gupy.io/job/eyJqb2JJZCI6MTA4Mzc4ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ADVOGADO SÊNIOR - PRIVACIDADE DE DADOS ;Light;Presencial;https://talentoslight.gupy.io/job/eyJqb2JJZCI6MTA4MzczOTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados Júnior - Engajamento e Rentabilização de Cliente PJ (Vaga afirmativa para Mulheres);Itaú Unibanco;Híbrido;https://vemproitau.gupy.io/job/eyJqb2JJZCI6MTA3NDQxNDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Sênior ;C&A Brasil;Remoto;https://cea.gupy.io/job/eyJqb2JJZCI6MTA4MzY5MzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Administrador de Banco de Dados DBA | Cresol Confederação (Presencial);Cresol Oficial;Presencial;https://cresolcarreiras.gupy.io/job/eyJqb2JJZCI6MTA4MzY1ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DADOS;Bernoulli Educação;Remoto;https://bernoullieducacao.gupy.io/job/eyJqb2JJZCI6MTA4MzY0ODYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados | Cresol Confederação (Presencial);Cresol Oficial;Presencial;https://cresolcarreiras.gupy.io/job/eyJqb2JJZCI6MTA4MTcxMjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados – PJ ;Febracis Coaching;Presencial;https://febracis.gupy.io/job/eyJqb2JJZCI6MTA4MzQ4MjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Banco de Dados | CORPORATIVO;Atlantica Hospitality International;Híbrido;https://vagasahi.gupy.io/job/eyJqb2JJZCI6MTA4MDk5MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sr;MTP Métodos e Tecnologia – Brasil;Híbrido;https://mtpbrasil.gupy.io/job/eyJqb2JJZCI6MTA4MjQ1NTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Planejamento Junior (Análise de Dados/Power BI);Dexco;Presencial;https://dexco.gupy.io/job/eyJqb2JJZCI6MTA4MzI3NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Especialista de Dados ;Pmweb;Híbrido;https://pmweb.gupy.io/job/eyJqb2JJZCI6MTA4MjM2MDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno (Reports);Venha construir o futuro com a gente!;Presencial;https://vagas-mrveco.gupy.io/job/eyJqb2JJZCI6MTA4MDUwMTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista Dados Sênior;Corporativo Grupo Casas Bahia;Presencial;https://corporativogrupocasasbahia.gupy.io/job/eyJqb2JJZCI6MTA3ODI4MzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
DBA - Administrador de Banco de Dados Sênior;Bellinati Perez;Presencial;https://bellinatiperez.gupy.io/job/eyJqb2JJZCI6MTA4MzE1NTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Pessoa Cientista de Dados Pleno;ClickBus;Híbrido;https://clickbus.gupy.io/job/eyJqb2JJZCI6MTA3OTU0MDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
AZZAS 2154 | Grupo Soma | LABS | Analista de Dados e AI Pleno;AZZAS 2154 / GRUPO SOMA;Híbrido;https://gruposoma.gupy.io/job/eyJqb2JJZCI6MTA3ODUyNjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
AZZAS 2154 | Grupo Soma | LABS | Analista de Dados e AI Sênior;AZZAS 2154 / GRUPO SOMA;Híbrido;https://gruposoma.gupy.io/job/eyJqb2JJZCI6MTA3ODQ4MjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Governança de Dados e IA Sênior;Junto Seguros;Presencial;https://juntoseguros.gupy.io/job/eyJqb2JJZCI6MTA3NzYyNjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS - TRIBUTÁRIO | BELO HORIZONTE, MG;Localiza&Co;Híbrido;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA4Mjk3MzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Privacidade de Dados Sr;C&A Brasil;Híbrido;https://cea.gupy.io/job/eyJqb2JJZCI6MTA4Mjg3MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Jurubatuba  | Analista de Dados PL (Foco em Segurança Viária);Coca-Cola FEMSA Brasil;Presencial;https://cocacolafemsabr.gupy.io/job/eyJqb2JJZCI6MTA4Mjg1NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados I - Vila Velha/ES | Maxpar;Grupo Autoglass Administrativo;Presencial;https://autoglassadministrativo.gupy.io/job/eyJqb2JJZCI6MTA4Mjg1ODQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista Sr Inteligência de Dados;RD Saúde;Híbrido;https://rdsaude-corporativo.gupy.io/job/eyJqb2JJZCI6MTA4MjcxODQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Sênior - Paulínia/SP;Página de Carreiras Heringer;Presencial;https://heringer.gupy.io/job/eyJqb2JJZCI6MTA4MTQwNjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Sênior ;GRUPO S2;Híbrido;https://grupos2.gupy.io/job/eyJqb2JJZCI6MTA4MjczNDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados - Banco de Talentos;Farmácias Pague Menos;Presencial;https://paguemenosextrafarma.gupy.io/job/eyJqb2JJZCI6MTA4MjY3OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Sênior;Memed ativo;Remoto;https://memed.gupy.io/job/eyJqb2JJZCI6MTA4MjY2ODYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Arquiteto(a) de Dados Sr;Vibra Energia;Híbrido;https://vibraenergia.gupy.io/job/eyJqb2JJZCI6MTA4MjY3MDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados - Grupo Valence;Grupo Valence;Presencial;https://grupovalence.gupy.io/job/eyJqb2JJZCI6MTA4MjMyNDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS PL;Banco BBC Digital;Presencial;https://bbc_digital.gupy.io/job/eyJqb2JJZCI6MTA3ODE4MDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE PROCESSOS E DADOS ZARP PL I BELO HORIZONTE/MG;Localiza&Co;Híbrido;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA2NzY2MjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados;Estrelas Internet - Vagas ON!;Presencial;https://estrelasinternet.gupy.io/job/eyJqb2JJZCI6MTA4MjQxMjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Coordenador(a) de Dados;Unimed Campinas;Híbrido;https://unimedcampinas.gupy.io/job/eyJqb2JJZCI6MTA4MTk3NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Produtos Digitais e Dados Sênior - Analista Data & Analytics;Itaú Unibanco;Híbrido;https://vemproitau.gupy.io/job/eyJqb2JJZCI6MTA3NDg5NDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Pessoa Desenvolvedora Fullstack Python/React - Especialista I (Diretoria de Dados);Grupo Boticário;Remoto;https://grupoboticario.gupy.io/job/eyJqb2JJZCI6MTA3NDAxNjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados e BI Pl.;Lockton Consultoria e Corretora de Seguros;Híbrido;https://locktoncarreiras.gupy.io/job/eyJqb2JJZCI6MTA4MTc2ODIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE AUTOMAÇÃO E DADOS;ORGANIZACAO EDUCACIONAL FARIAS BRITO LTDA;Presencial;https://fariasbrito.gupy.io/job/eyJqb2JJZCI6MTA4MTY5OTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista Dados Sênior - Engenharia Logística - Barretos - SP;Minerva Foods Logística ;Presencial;https://minerva-logistica.gupy.io/job/eyJqb2JJZCI6MTA4MDAxNzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Estratégicos Junior;Núclea;Híbrido;https://nuclea.gupy.io/job/eyJqb2JJZCI6MTA3NDc0NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Pessoa Desenvolvedora Front End React Especialista I (Produtização de Dados);Grupo Boticário;Remoto;https://grupoboticario.gupy.io/job/eyJqb2JJZCI6MTA2OTI3MTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio em Dados para área de Produtos - Analytics / Produtos;credsystem;Híbrido;https://credsystem.gupy.io/job/eyJqb2JJZCI6MTA4MTU2ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados - Senior ;Prime Results ;Híbrido;https://primeresults.gupy.io/job/eyJqb2JJZCI6MTA3NDc4MzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
CIENTISTA DE DADOS PL;Cogna Educação;Híbrido;https://cogna.gupy.io/job/eyJqb2JJZCI6MTA3MTQxMTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Inteligência de Mercado Sênior (Foco em Dados e Viabilidade) - Freelancer;Febracis Coaching;Presencial;https://febracis.gupy.io/job/eyJqb2JJZCI6MTA4MTM3ODQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
DevOps Sênior – Dados e Plataformas;BIP Brasil;Remoto;https://vemprabip.gupy.io/job/eyJqb2JJZCI6MTA3OTcwMTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Sr - foco em BI;Confidencial;Presencial;https://vagas-restritas.gupy.io/job/eyJqb2JJZCI6MTA4MTExNDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Estagiário(a) de Tecnologia da Informação – Foco em Ciência de Dados;Vendemmia Logística Integrada;Híbrido;https://vendemmia.gupy.io/job/eyJqb2JJZCI6MTA4MTEwMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados;Vendemmia Logística Integrada;Híbrido;https://vendemmia.gupy.io/job/eyJqb2JJZCI6MTA4MTAxMzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados I;Grupo RBS;Híbrido;https://gruporbs.gupy.io/job/eyJqb2JJZCI6MTA4MTA0MjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Pricing Sênior - Foco em Dados e Modelagem;GOL Linhas Aéreas;Híbrido;https://golcarreiras.gupy.io/job/eyJqb2JJZCI6MTA4MDU4NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Especialista em Ciência de Dados;Página de Carreira - Confidencial;Presencial;https://talento360.gupy.io/job/eyJqb2JJZCI6MTA4MDk0OTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Gerente de Remuneração e Dados de RH;Hinode Group;Híbrido;https://grupohinode.gupy.io/job/eyJqb2JJZCI6MTA3MTA5MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados e Performance JR  ;GRUPO AMPER ELINSA;Presencial;https://grupoamperelinsa.gupy.io/job/eyJqb2JJZCI6MTA4MDkzMzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
ANALISTA DADOS SR;Stefanini Group;Híbrido;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA3NTMwMTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ESPECIALISTA DE DADOS;Alloha Fibra;Presencial;https://allohafibra.gupy.io/job/eyJqb2JJZCI6MTA3MDU0MTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Inteligência de Dados e Performance - Marquise Incorporações;Grupo Marquise;Presencial;https://grupomarquise.gupy.io/job/eyJqb2JJZCI6MTA3ODc1NTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados (Foco em IA);Motz;Híbrido;https://motz.gupy.io/job/eyJqb2JJZCI6MTA4MDczODMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados e Performance PL ;GRUPO AMPER ELINSA;Presencial;https://grupoamperelinsa.gupy.io/job/eyJqb2JJZCI6MTA4MDcyMjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados e Performance PL ;GRUPO AMPER ELINSA;Presencial;https://grupoamperelinsa.gupy.io/job/eyJqb2JJZCI6MTA4MDcxOTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ARQUITETO DE DADOS - RHA0556;Spread Tecnologia;Remoto;https://spread.gupy.io/job/eyJqb2JJZCI6MTA4MDY0MTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio em Análise de Dados | Av. Paulista ;Rede Decisão;Presencial;https://vemprarededecisao.gupy.io/job/eyJqb2JJZCI6MTA4MDY1NzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno – Vaga Afirmativa para Pessoas com Deficiência - Minas Gerais;Page Outsourcing Brasil;Presencial;https://pageoutsourcingbr.gupy.io/job/eyJqb2JJZCI6MTA4MDYzOTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ADMINISTRADOR DE BANCO DE DADOS PL (Curitiba ou São Paulo).;Positivo Tecnologia;Híbrido;https://positec.gupy.io/job/eyJqb2JJZCI6MTA4MDU5NjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados Pleno;Minsait an Indra Company;Híbrido;https://minsait.gupy.io/job/eyJqb2JJZCI6MTA3NDYyMjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Automação e IA (foco em DevOps/AIOps+Vibe Coding);GRUPO ND;Presencial;https://talentosnd.gupy.io/job/eyJqb2JJZCI6MTA4MDU1MDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados I;V.tal | o futuro passa por aqui;Híbrido;https://vtal.gupy.io/job/eyJqb2JJZCI6MTA3NTE4NzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados e Inteligência Artificial;Daniel Advogados;Híbrido;https://daniel-ip.gupy.io/job/eyJqb2JJZCI6MTA4MDEzMjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Engenheira Pl (Dados);Comgás ;Híbrido;https://vemsercomgas.gupy.io/job/eyJqb2JJZCI6MTA3NDEyMzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pleno | Canais Digitais ;Grupo Panvel;Híbrido;https://corporativopanvel.gupy.io/job/eyJqb2JJZCI6MTA4MDAzMTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados e Performance PL;GRUPO AMPER ELINSA;Presencial;https://grupoamperelinsa.gupy.io/job/eyJqb2JJZCI6MTA3OTgzOTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Especialista de Dados- Jundiaí/SP ;BRASIF MÁQUINAS;Presencial;https://brasifmaquinas.gupy.io/job/eyJqb2JJZCI6MTA3OTc4NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista Ciência de Dados ;Safra;Presencial;https://venhasersafra.gupy.io/job/eyJqb2JJZCI6MTA3OTc3MDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Pleno;Porto;Presencial;https://porto.gupy.io/job/eyJqb2JJZCI6MTA3NTE3MTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados Sênior;Aché Laboratórios Farmacêuticos;Presencial;https://vagasache.gupy.io/job/eyJqb2JJZCI6MTA3OTU5MzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Pleno (Prevenção à Fraude);iugu;Híbrido;https://vempraiugu.gupy.io/job/eyJqb2JJZCI6MTA3MDQ1MjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Desenvolvedor(a) de Migração de Dados -  Equiplano;Equiplano!;Híbrido;https://equiplano.gupy.io/job/eyJqb2JJZCI6MTA3OTUzOTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
 PESSOA ANALISTA OPERACÕES JÚNIOR - FOCO EM DADOS;YDUQS;Híbrido;https://yduqs.gupy.io/job/eyJqb2JJZCI6MTA3Mjg0MjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Assistente Administrativo - Carga de Dados | Maxpar;Grupo Autoglass Administrativo;Presencial;https://autoglassadministrativo.gupy.io/job/eyJqb2JJZCI6MTA3NDExMTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Analista de Dados Pleno;ClickBus;Híbrido;https://clickbus.gupy.io/job/eyJqb2JJZCI6MTA3NjAwMzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Gerente de Dados e IA;Motz;Híbrido;https://motz.gupy.io/job/eyJqb2JJZCI6MTA3ODk5MzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS;Mundiale;Presencial;https://mundiale.gupy.io/job/eyJqb2JJZCI6MTA3OTAwNjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ESPECIALISTA TECNICO EM DADOS & IA PLENO;VINCI Energies e suas marcas de atuação: Actemium, Axians e Omexom;Híbrido;https://vinci-energies.gupy.io/job/eyJqb2JJZCI6MTA3ODkwNjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pleno - Vaga Exclusiva para PCD;Itaú Unibanco;Presencial;https://vemproitau.gupy.io/job/eyJqb2JJZCI6MTA3Nzk3MTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Estágio em Qualidade de Dados (Mercado Financeiro);AUVP ;Presencial;https://auvpcapital.gupy.io/job/eyJqb2JJZCI6MTA3ODg0NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS PL ;Grupo Direcional Engenharia;Presencial;https://direcionalengenharia.gupy.io/job/eyJqb2JJZCI6MTA3ODgyOTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados de Compras;Argos Global Partner Services ;Híbrido;https://argos.gupy.io/job/eyJqb2JJZCI6MTA3ODgwNjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno (Governança e Qualidade);Grupo Suno;Híbrido;https://gruposunojobs.gupy.io/job/eyJqb2JJZCI6MTA3ODgxODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados Sênior ;Grupo Suno;Remoto;https://gruposunojobs.gupy.io/job/eyJqb2JJZCI6MTA3ODgwMjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS JR ;Grupo Direcional Engenharia;Presencial;https://direcionalengenharia.gupy.io/job/eyJqb2JJZCI6MTA3ODc1NTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Analista Dados Sênior - Proadi Projeto Tele Nordeste ;BP - A Beneficência Portuguesa de São Paulo;Híbrido;https://vemserbp.gupy.io/job/eyJqb2JJZCI6MTA3NTI1NDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados Sênior ;Just a Little Data;Híbrido;https://justalittledata.gupy.io/job/eyJqb2JJZCI6MTA3NzU4ODYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Assistente de Dados - Comercial;Coleguium;Presencial;https://coleguium.gupy.io/job/eyJqb2JJZCI6MTA3ODQxMjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS SÊNIOR;Lojas Torra | Escritório;Presencial;https://lojastorra-escritorio.gupy.io/job/eyJqb2JJZCI6MTA3ODYxMjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados;Instituto de Pesquisas ELDORADO;Remoto;https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTA3MzMyMjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ENGENHEIRO DE DADOS PLENO;Grupo Direcional Engenharia;Híbrido;https://direcionalengenharia.gupy.io/job/eyJqb2JJZCI6MTA3ODUyOTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ENGENHEIRO DE DADOS SR;Granado - Desde 1870;Presencial;https://granado.gupy.io/job/eyJqb2JJZCI6MTA3ODUyMTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Vindi | Analista de Dados Pleno | Automações | Híbrido;LWSA;Híbrido;https://lwsa.gupy.io/job/eyJqb2JJZCI6MTA3NDQxMDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
